"Timestamp","What is your cat's name?","What are your cat's weird behaviors? Check all that apply.","What size is your cat?","What is your cat's sex?","How old is your cat?","Which of these best describes your cat?","What kind of fur does your cat have?"
"2017/03/03 7:26:21 PM PST","Opal","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Stands on hind legs","Medium","Female","5-10 years","Indoors only","Short"
"2017/03/03 7:26:39 PM PST","Bella","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sprints suddenly and without reason;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Medium","Female","10+ years","Indoors only","Short"
"2017/03/03 7:26:41 PM PST","Billy ","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Hides under sheets when making bed;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Male","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:26:42 PM PST","Laya","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sprints suddenly and without reason;Attacks toes","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:26:56 PM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Male","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 7:27:07 PM PST","Lord Trevor Cake-mix McGingerfloof","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","THICC","Male","5-10 years","Indoors + backyard","Short"
"2017/03/03 7:27:17 PM PST","Nala","Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Deliberately knocks things over;Drinks from faucet","Medium","Female","6-12 months","Indoors only","Short"
"2017/03/03 7:27:24 PM PST","Tux","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Male","10+ years","Indoors only","Short"
"2017/03/03 7:27:31 PM PST","Kozmo","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/03 7:28:18 PM PST","Kitty Picard Stewart","Kneads / makes muffins / makes biscuits;Rubs self on corners;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Stares intensely at the wall","smol","Female","5-10 years","Indoors only","Short"
"2017/03/03 7:28:33 PM PST","Poppy ","Sprints suddenly and without reason;Loves computer keyboards;Freaks out about food even when there is plenty in bowl","smol","Female","2-5 years","Indoors + roams free outdoors","Long"
"2017/03/03 7:28:50 PM PST","Storm","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Loves boxes;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Loves computer keyboards;Stands on hind legs","smol","Male","1-2 years","Indoors only","Long"
"2017/03/03 7:29:06 PM PST","Blue","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","6-12 months","Indoors only","Short"
"2017/03/03 7:29:23 PM PST","Milo","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Hides under sheets when making bed;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Male","2-5 years","Indoors only","Long"
"2017/03/03 7:29:26 PM PST","Obie","Kneads / makes muffins / makes biscuits;Loves boxes;Drools when happy;Hides under sheets when making bed","Medium","Male","1-2 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:29:31 PM PST","Clementine","Paws at closed doors;Loves boxes;Sprints suddenly and without reason;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Male","1-2 years","Indoors only","Short"
"2017/03/03 7:30:12 PM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Male","0-6 months","Indoors only","Short"
"2017/03/03 7:30:17 PM PST","Ozzy","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Male","6-12 months","Indoors only","Short"
"2017/03/03 7:31:38 PM PST","Milk","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Attacks toes","Medium","Male","1-2 years","Outdoors only","Long"
"2017/03/03 7:31:43 PM PST","Snowy","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Attacks toes;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Male","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:31:46 PM PST","Pus","Kneads / makes muffins / makes biscuits;Sleeps or sits in contorted positions;Sprints suddenly and without reason","Lorge","Male","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:32:23 PM PST","Hermione","Sets belly rub traps;Sprints suddenly and without reason;Hides under sheets when making bed;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Medium","Female","2-5 years","Indoors + backyard","Short"
"2017/03/03 7:32:24 PM PST","lil' cat","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Prefers men;Attacks toes;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Female","0-6 months","Outdoors only","Short"
"2017/03/03 7:33:29 PM PST","Cosmo ","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Loves computer keyboards;Drinks from faucet","Medium","Male","6-12 months","Indoors + backyard","Long"
"2017/03/03 7:33:32 PM PST","Gem","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Attacks toes","Medium","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:34:02 PM PST","Mittens","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Deliberately knocks things over;Loves computer keyboards;Freaks out about food even when there is plenty in bowl","Lorge","Female","1-2 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:34:25 PM PST","Sheba","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet","Medium","Female","5-10 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:35:58 PM PST","Buddy Boy","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Drools when happy;Sprints suddenly and without reason;Prefers men;Attacks toes;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/03 7:36:18 PM PST","Pixel","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Prefers men;Attacks toes;Drinks from faucet","smol","Female","5-10 years","Indoors only","Short"
"2017/03/03 7:36:40 PM PST","Forrest","Paws at closed doors;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Deliberately knocks things over;Stares intensely at the wall;Drinks from faucet","Lorge","Male","1-2 years","Indoors only","Long"
"2017/03/03 7:36:58 PM PST","Dexter ","Loves boxes;Sprints suddenly and without reason;Stands on hind legs","Medium","Male","6-12 months","Indoors only","Short"
"2017/03/03 7:37:33 PM PST","Phoebe ","Paws at closed doors;Kneads / makes muffins / makes biscuits;Loves boxes;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet","smol","Female","6-12 months","Indoors only","Short"
"2017/03/03 7:37:54 PM PST","Cody ","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Medium","Male","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 7:38:00 PM PST","Kitty Frances ","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Prefers men;Attacks toes;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Lorge","Female","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 7:38:17 PM PST","Dottie Hoover","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Prefers men;Loves computer keyboards;Freaks out about food even when there is plenty in bowl","smol","Female","10+ years","Indoors only","Short"
"2017/03/03 7:38:27 PM PST","George","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Medium","Male","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:38:31 PM PST","","Paws at closed doors;Rubs self on corners;Sprints suddenly and without reason;Hides under sheets when making bed;Stares intensely at the wall","smol","Female","5-10 years","Indoors + backyard","Short"
"2017/03/03 7:38:42 PM PST","Jake ","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves specific, non-meat foods (e.g. crackers, bananas)","Lorge","Male","10+ years","Indoors + backyard","Short"
"2017/03/03 7:38:50 PM PST","Cali","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves computer keyboards;Freaks out about food even when there is plenty in bowl","smol","Female","2-5 years","Indoors only","Short"
"2017/03/03 7:39:00 PM PST","Bernice Hoover","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","Medium","Female","5-10 years","Indoors only","Short"
"2017/03/03 7:39:34 PM PST","Kitty Couric","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Hides under sheets when making bed;Loves computer keyboards;Stares intensely at the wall","Medium","Female","5-10 years","Indoors only","Short"
"2017/03/03 7:39:38 PM PST","Lara","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Female","2-5 years","Indoors only","Short"
"2017/03/03 7:39:39 PM PST","Gus","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Male","1-2 years","Indoors only","Short"
"2017/03/03 7:39:50 PM PST","Chester","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Attacks toes;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Medium","Male","2-5 years","Indoors + backyard","Short"
"2017/03/03 7:40:18 PM PST","Guenevere","Paws at closed doors;Sets belly rub traps;Loves boxes;Drools when happy;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stands on hind legs","smol","Female","6-12 months","Indoors + backyard","Short"
"2017/03/03 7:40:22 PM PST","Hobbes","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Male","2-5 years","Indoors + backyard","Short"
"2017/03/03 7:42:02 PM PST","Captain","Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Attacks toes;Deliberately knocks things over","Lorge","Male","1-2 years","Indoors only","Short"
"2017/03/03 7:42:03 PM PST","Spice","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Freaks out about food even when there is plenty in bowl","THICC","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:42:41 PM PST","Sugar","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Loves computer keyboards;Freaks out about food even when there is plenty in bowl","Lorge","Female","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:42:44 PM PST","George","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Freaks out about food even when there is plenty in bowl","Medium","Male","2-5 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:43:42 PM PST","Mitsi","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Drools when happy;Loves computer keyboards;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L)","smol","Female","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 7:43:45 PM PST","Bubbles","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Sprints suddenly and without reason;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/03 7:44:35 PM PST","Mia","Paws at closed doors;Sets belly rub traps;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over","Medium","Female","5-10 years","Indoors only","Long"
"2017/03/03 7:45:28 PM PST","Radar","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Loves specific, non-meat foods (e.g. crackers, bananas);Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Stands on hind legs","Lorge","Male","10+ years","Indoors + roams free outdoors","Long"
"2017/03/03 7:46:07 PM PST","Eli","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Male","5-10 years","Indoors only","Short"
"2017/03/03 7:46:26 PM PST","lil batman","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Drinks from faucet","smol","Female","10+ years","Indoors + backyard","Long"
"2017/03/03 7:46:44 PM PST","Maya","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Deliberately knocks things over","smol","Female","5-10 years","Indoors only","Long"
"2017/03/03 7:47:56 PM PST","Winter","Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Loves computer keyboards","Lorge","Female","2-5 years","Indoors + backyard","Short"
"2017/03/03 7:48:02 PM PST","Puck","Sleeps or sits in contorted positions;Attacks toes;Loves computer keyboards;Drinks from faucet","smol","Male","0-6 months","Indoors only","Short"
"2017/03/03 7:48:07 PM PST","Rosie","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Attacks toes;Stands on hind legs","smol","Female","5-10 years","Indoors only","Short"
"2017/03/03 7:48:22 PM PST","Cloud","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drinks from faucet;Freaks out about food even when there is plenty in bowl","THICC","Male","10+ years","Indoors + backyard","Long"
"2017/03/03 7:48:27 PM PST","Aria","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Female","2-5 years","Indoors only","Short"
"2017/03/03 7:49:41 PM PST","Ziggy","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl;Stands on hind legs","smol","Male","6-12 months","Indoors + roams free outdoors","Long"
"2017/03/03 7:49:48 PM PST","Lucy-Gigi Singh ","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Attacks toes;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl;Stands on hind legs","Medium","Female","2-5 years","Indoors + backyard","Short"
"2017/03/03 7:50:02 PM PST","Monty","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl;Stands on hind legs","Lorge","Female","5-10 years","Indoors + roams free outdoors","Long"
"2017/03/03 7:50:15 PM PST","Wilson","Paws at closed doors;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Deliberately knocks things over;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors + roams free outdoors","Long"
"2017/03/03 7:50:39 PM PST","Fern ","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Sprints suddenly and without reason;Hides under sheets when making bed;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Female","2-5 years","Indoors + backyard","Long"
"2017/03/03 7:50:44 PM PST","Buffy","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sprints suddenly and without reason;Drinks from faucet","smol","Female","1-2 years","Indoors only","Short"
"2017/03/03 7:51:13 PM PST","Lexi","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Drools when happy;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","smol","Female","2-5 years","Indoors + backyard","Long"
"2017/03/03 7:51:28 PM PST","Maia","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Female","1-2 years","Indoors + backyard","Long"
"2017/03/03 7:51:29 PM PST","","Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Short"
"2017/03/03 7:51:41 PM PST","Tiger","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Attacks toes;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Medium","Male","5-10 years","Indoors + backyard","Long"
"2017/03/03 7:51:43 PM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Hides under sheets when making bed;Prefers men;Attacks toes;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Male","5-10 years","Indoors only","Long"
"2017/03/03 7:52:04 PM PST","KITTER","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","THICC","Female","10+ years","Indoors + roams free outdoors","Long"
"2017/03/03 7:52:15 PM PST","Harmony","Kneads / makes muffins / makes biscuits;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","THICC","Female","10+ years","Indoors + backyard","Short"
"2017/03/03 7:52:33 PM PST","Polly","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Female","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 7:52:49 PM PST","Burma","","smol","Female","10+ years","Indoors only","Short"
"2017/03/03 7:53:17 PM PST","","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Drinks from faucet;Stands on hind legs","smol","Male","6-12 months","Indoors only","Short"
"2017/03/03 7:53:37 PM PST","","Kneads / makes muffins / makes biscuits;Rubs self on corners;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Prefers men;Stares intensely at the wall;Freaks out about food even when there is plenty in bowl","Medium","Female","5-10 years","Indoors only","Short"
"2017/03/03 7:53:52 PM PST","Jasper ","Paws at closed doors;Rubs self on corners;Loves boxes;Sprints suddenly and without reason","Lorge","Male","2-5 years","Indoors only","Short"
"2017/03/03 7:54:02 PM PST","shan ","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Deliberately knocks things over;Loves computer keyboards;Stares intensely at the wall;Bleps (i.e. http://imgur.com/r/blep/3Eqy83L);Freaks out about food even when there is plenty in bowl","Lorge","Female","1-2 years","Indoors + roams free outdoors","Short"
"2017/03/03 7:54:46 PM PST","Rainbow","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Drinks from faucet","smol","Female","10+ years","Indoors + roams free outdoors","Short"
"2017/03/03 7:54:54 PM PST","Jordan","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Drools when happy;Deliberately knocks things over","Lorge","Female","2-5 years","Indoors only","Short"
"2017/03/03 7:55:35 PM PST","Elizabeth Taylor","Kneads / makes muffins / makes biscuits;Sets belly rub traps;Loves boxes;Sleeps or sits in contorted positions;Hides under sheets when making bed;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl","THICC","Female","5-10 years","Indoors only","Long"
"2017/03/03 7:55:43 PM PST","Tiger","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves specific, non-meat foods (e.g. crackers, bananas)","Lorge","Male","10+ years","Indoors only","Short"
"2017/03/03 7:56:28 PM PST","Bob","Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes","THICC","Male","10+ years","Indoors only","Short"
"2017/03/03 7:56:51 PM PST","Pepper","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Loves computer keyboards;Freaks out about food even when there is plenty in bowl","Lorge","Male","10+ years","Indoors + backyard","Short"
"2017/03/03 7:56:53 PM PST","Dudley","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Medium","Male","2-5 years","Indoors + roams free outdoors","Long"
"2017/03/03 7:57:06 PM PST","Clawdia","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves computer keyboards;Stares intensely at the wall","smol","Female","1-2 years","Indoors only","Short"
"2017/03/03 7:57:08 PM PST","Pumpkin","Paws at closed doors;Sets belly rub traps;Rubs self on corners;Loves boxes;Deliberately knocks things over;Freaks out about food even when there is plenty in bowl","Medium","Female","5-10 years","Indoors only","Short"
"2017/03/03 7:57:23 PM PST","Mixy","Paws at closed doors;Kneads / makes muffins / makes biscuits;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Hides under sheets when making bed;Loves computer keyboards;Freaks out about food even when there is plenty in bowl","Medium","Female","10+ years","Indoors only","Short"
"2017/03/03 7:58:19 PM PST","Beatrix","Paws at closed doors;Kneads / makes muffins / makes biscuits;Sets belly rub traps;Rubs self on corners;Loves boxes;Sleeps or sits in contorted positions;Drools when happy;Sprints suddenly and without reason;Loves specific, non-meat foods (e.g. crackers, bananas);Attacks toes;Deliberately knocks things over;Drinks from faucet;Freaks out about food even when there is plenty in bowl","Lorge","Female","2-5 years","Indoors + backyard","Short"
